dependent,married,gender,churn,contract,internet_service,phone,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,payment_method,tenure,monthly_charge,dataset
Yes,No,Male,No,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,Yes,No,Yes,Autopay,4.0,137.44,wgu telecom
Yes,No,Female,No,Month-to-month,None,Yes,No,No,Yes,No,No,No,No,No,Autopay,3.0,102.47,wgu telecom
Yes,No,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,eCheck,1.0,252.64,wgu telecom
No,No,Male,Yes,Month-to-month,None,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,eCheck,19.0,195.0,wgu telecom
Yes,No,Nonbinary,Yes,Month-to-month,DSL,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Autopay,12.0,242.61,wgu telecom
Yes,No,Female,No,Month-to-month,None,Yes,No,No,Yes,No,No,Yes,No,No,eCheck,14.0,127.46,wgu telecom
No,No,Male,No,Two year,None,Yes,No,Yes,Yes,No,No,Yes,No,Yes,eCheck,4.0,129.98,wgu telecom
No,No,Female,Yes,One year,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes,No,eCheck,18.0,240.11,wgu telecom
No,No,Male,No,Month-to-month,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Autopay,3.0,174.98,wgu telecom
Yes,No,Female,No,One year,Fiber Optic,Yes,Yes,No,No,No,No,Yes,No,No,eCheck,6.0,169.94,wgu telecom
Yes,No,Male,Yes,Month-to-month,None,Yes,Yes,Yes,No,Yes,No,No,Yes,No,eCheck,5.0,162.51,wgu telecom
Yes,No,Female,No,Month-to-month,DSL,Yes,No,Yes,No,No,No,Yes,No,Yes,eCheck,12.0,119.96,wgu telecom
Yes,No,Male,No,Month-to-month,Fiber Optic,No,No,No,No,No,No,Yes,No,No,Autopay,5.0,137.44,wgu telecom
No,No,Female,No,Two year,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Autopay,8.0,207.47,wgu telecom
Yes,No,Female,No,One year,DSL,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Autopay,1.0,149.97,wgu telecom
No,No,Male,No,Month-to-month,None,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,eCheck,20.0,225.18,wgu telecom
Yes,No,Female,Yes,Month-to-month,DSL,No,Yes,No,No,Yes,No,Yes,Yes,Yes,eCheck,16.0,232.64,wgu telecom
Yes,No,Male,No,Month-to-month,None,Yes,No,No,No,No,Yes,Yes,No,No,Autopay,16.0,117.47,wgu telecom
No,No,Male,No,Month-to-month,DSL,Yes,Yes,No,No,No,Yes,No,No,Yes,eCheck,12.0,137.47,wgu telecom
Yes,No,Female,No,Month-to-month,Fiber Optic,Yes,No,No,No,Yes,No,Yes,Yes,No,eCheck,16.0,220.13,wgu telecom
Yes,No,Female,No,Two year,DSL,Yes,Yes,No,No,No,No,No,No,No,Autopay,21.0,124.96,wgu telecom
Yes,No,Female,No,One year,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Autopay,5.0,199.99,wgu telecom
Yes,No,Female,Yes,Month-to-month,DSL,Yes,Yes,No,No,No,No,No,Yes,No,Autopay,3.0,159.95,wgu telecom
Yes,No,Female,Yes,One year,Fiber Optic,No,No,Yes,Yes,Yes,No,Yes,Yes,No,eCheck,5.0,245.15,wgu telecom
Yes,No,Female,Yes,Month-to-month,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Autopay,10.0,255.16,wgu telecom
Yes,No,Female,No,Two year,Fiber Optic,Yes,No,No,Yes,No,No,No,No,No,Autopay,3.0,134.95,wgu telecom
Yes,Yes,Male,Yes,Month-to-month,DSL,Yes,Yes,No,No,No,No,No,Yes,No,Autopay,7.0,159.95,wgu telecom
No,No,Male,No,Month-to-month,DSL,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Autopay,10.0,139.99,wgu telecom
Yes,No,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,No,Autopay,6.0,179.95,wgu telecom
Yes,No,Female,No,Month-to-month,DSL,No,No,No,Yes,Yes,No,No,No,Yes,Autopay,9.0,127.47,wgu telecom
Yes,Yes,Female,Yes,One year,DSL,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Autopay,5.0,232.64,wgu telecom
Yes,Yes,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Autopay,12.0,195.01,wgu telecom
Yes,No,Male,Yes,Month-to-month,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Autopay,5.0,267.64,wgu telecom
Yes,No,Female,No,Two year,Fiber Optic,Yes,No,Yes,No,No,No,No,Yes,No,Check,18.0,149.96,wgu telecom
Yes,No,Female,Yes,Two year,DSL,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Autopay,15.0,220.11,wgu telecom
Yes,No,Female,No,Month-to-month,Fiber Optic,Yes,Yes,No,No,Yes,No,No,No,No,Check,16.0,157.48,wgu telecom
Yes,Yes,Female,No,Two year,None,Yes,No,No,No,No,Yes,No,Yes,No,eCheck,8.0,127.47,wgu telecom
Yes,No,Female,No,Two year,None,Yes,No,No,Yes,Yes,No,Yes,No,Yes,eCheck,24.0,139.98,wgu telecom
No,No,Male,Yes,Month-to-month,DSL,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,eCheck,26.0,255.13,wgu telecom
No,Yes,Female,Yes,One year,DSL,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Check,9.0,194.97,wgu telecom
No,Yes,Female,No,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Check,13.0,179.97,wgu telecom
Yes,No,Male,Yes,Month-to-month,DSL,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Autopay,17.0,174.98,wgu telecom
No,No,Male,No,Month-to-month,DSL,Yes,No,No,No,No,No,Yes,Yes,No,eCheck,20.0,187.61,wgu telecom
Yes,No,Female,No,Month-to-month,Fiber Optic,Yes,No,No,Yes,No,No,No,Yes,Yes,eCheck,12.0,169.94,wgu telecom
Yes,No,Female,No,Month-to-month,None,Yes,Yes,Yes,No,No,No,No,No,No,Autopay,3.0,115.0,wgu telecom
Yes,No,Male,Yes,Month-to-month,DSL,Yes,Yes,Yes,No,No,No,Yes,No,No,eCheck,14.0,152.46,wgu telecom
Yes,Yes,Female,Yes,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes,Yes,eCheck,5.0,207.61,wgu telecom
No,No,Female,No,Month-to-month,None,Yes,Yes,No,Yes,Yes,No,No,No,No,Autopay,23.0,147.5,wgu telecom
No,No,Male,No,Two year,DSL,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Autopay,6.0,200.12,wgu telecom
Yes,Yes,Male,No,One year,None,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Autopay,13.0,137.5,wgu telecom
Yes,Yes,Female,No,Two year,None,Yes,Yes,No,Yes,No,No,No,No,No,eCheck,12.0,134.98,wgu telecom
Yes,No,Male,No,One year,Fiber Optic,Yes,No,No,No,No,No,No,Yes,No,Autopay,2.0,147.44,wgu telecom
Yes,No,Male,No,One year,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Check,2.0,197.49,wgu telecom
Yes,No,Female,No,One year,None,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Autopay,14.0,162.53,wgu telecom
No,No,Female,Yes,Month-to-month,None,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Autopay,15.0,210.15,wgu telecom
Yes,Yes,Male,Yes,Month-to-month,DSL,Yes,Yes,No,Yes,No,Yes,No,No,No,eCheck,4.0,159.97,wgu telecom
No,No,Male,Yes,Month-to-month,None,No,No,Yes,No,Yes,No,Yes,Yes,Yes,eCheck,10.0,190.17,wgu telecom
Yes,No,Female,Yes,Two year,DSL,Yes,No,Yes,No,Yes,No,Yes,Yes,No,eCheck,1.0,202.65,wgu telecom
No,No,Female,No,Month-to-month,Fiber Optic,Yes,No,No,Yes,No,No,No,No,Yes,Autopay,12.0,134.95,wgu telecom
Yes,No,Male,No,One year,DSL,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,eCheck,2.0,142.5,wgu telecom
Yes,No,Nonbinary,No,Month-to-month,None,Yes,No,No,Yes,Yes,No,No,No,Yes,eCheck,7.0,115.0,wgu telecom
No,No,Female,Yes,Two year,DSL,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Autopay,7.0,232.62,wgu telecom
Yes,No,Male,Yes,Month-to-month,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Autopay,11.0,242.63,wgu telecom
Yes,No,Male,Yes,Month-to-month,Fiber Optic,No,Yes,No,Yes,No,No,No,Yes,Yes,eCheck,3.0,202.44,wgu telecom
No,No,Female,No,Two year,None,Yes,Yes,No,No,No,Yes,No,No,Yes,eCheck,9.0,124.99,wgu telecom
Yes,No,Male,No,Two year,DSL,Yes,Yes,No,No,Yes,Yes,Yes,No,No,eCheck,10.0,174.98,wgu telecom
No,No,Male,Yes,Month-to-month,DSL,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Check,15.0,225.15,wgu telecom
Yes,No,Female,Yes,One year,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Check,24.0,275.13,wgu telecom
No,No,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Autopay,11.0,287.64,wgu telecom
Yes,Yes,Male,Yes,Month-to-month,None,Yes,No,Yes,No,No,No,Yes,Yes,No,eCheck,11.0,177.65,wgu telecom
Yes,No,Female,Yes,Month-to-month,DSL,No,Yes,No,No,No,No,Yes,Yes,No,Autopay,7.0,220.11,wgu telecom
Yes,No,Male,Yes,One year,None,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Check,2.0,197.52,wgu telecom
Yes,No,Female,No,One year,Fiber Optic,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Autopay,2.0,194.97,wgu telecom
No,No,Male,Yes,Month-to-month,None,Yes,No,No,No,No,No,Yes,Yes,Yes,Check,9.0,175.13,wgu telecom
No,No,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,Yes,No,No,No,No,No,No,eCheck,2.0,147.48,wgu telecom
No,No,Female,No,Two year,None,Yes,Yes,No,Yes,No,No,No,No,Yes,eCheck,12.0,134.98,wgu telecom
No,Yes,Female,No,One year,Fiber Optic,Yes,Yes,No,No,Yes,No,No,No,No,Check,3.0,157.48,wgu telecom
No,No,Female,No,One year,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Autopay,10.0,255.14,wgu telecom
Yes,Yes,Female,No,Two year,Fiber Optic,Yes,No,No,No,No,No,Yes,No,Yes,Check,10.0,137.44,wgu telecom
Yes,No,Male,No,Month-to-month,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Check,23.0,235.16,wgu telecom
No,No,Male,Yes,Month-to-month,Fiber Optic,Yes,No,No,Yes,No,Yes,No,No,Yes,Check,5.0,147.46,wgu telecom
Yes,Yes,Female,Yes,Month-to-month,DSL,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Check,7.0,232.64,wgu telecom
Yes,Yes,Male,Yes,One year,Fiber Optic,Yes,No,No,No,No,No,Yes,No,Yes,Check,21.0,137.44,wgu telecom
Yes,No,Female,No,Month-to-month,DSL,Yes,No,No,No,No,Yes,Yes,No,Yes,Autopay,2.0,129.95,wgu telecom
No,No,Female,Yes,Month-to-month,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Autopay,4.0,242.63,wgu telecom
Yes,No,Female,Yes,Month-to-month,DSL,Yes,No,No,No,No,No,Yes,Yes,No,Check,12.0,187.61,wgu telecom
Yes,Yes,Male,Yes,One year,None,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Check,12.0,232.65,wgu telecom
Yes,No,Nonbinary,No,One year,None,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Check,21.0,159.98,wgu telecom
Yes,No,Female,Yes,Month-to-month,DSL,Yes,Yes,No,No,No,No,No,Yes,No,Autopay,4.0,159.95,wgu telecom
No,No,Female,No,Month-to-month,Fiber Optic,Yes,No,No,No,Yes,Yes,No,No,Yes,Autopay,11.0,137.49,wgu telecom
Yes,No,Female,Yes,Two year,Fiber Optic,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Check,1.0,245.13,wgu telecom
No,No,Male,No,Month-to-month,DSL,Yes,No,No,No,No,No,Yes,No,No,Autopay,13.0,117.44,wgu telecom
No,No,Female,Yes,Two year,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,eCheck,6.0,209.99,wgu telecom
Yes,No,Female,No,One year,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,No,Yes,eCheck,19.0,169.97,wgu telecom
Yes,No,Female,No,Two year,DSL,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,eCheck,10.0,197.47,wgu telecom
No,No,Male,Yes,Month-to-month,None,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Autopay,5.0,137.52,wgu telecom
Yes,No,Male,Yes,Month-to-month,DSL,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,eCheck,12.0,207.48,wgu telecom
Yes,No,Nonbinary,No,Month-to-month,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,No,Yes,eCheck,8.0,160.0,wgu telecom
No,No,Female,No,Two year,Fiber Optic,Yes,Yes,Yes,No,No,No,No,No,Yes,eCheck,15.0,147.48,wgu telecom
Yes,No,Male,No,Two year,None,Yes,No,No,No,Yes,No,No,Yes,Yes,Autopay,6.0,127.49,wgu telecom
Yes,No,Male,No,Month-to-month,None,Yes,No,No,Yes,Yes,No,Yes,No,No,eCheck,18.0,139.98,wgu telecom
Yes,No,Female,Yes,Month-to-month,Fiber Optic,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Check,8.0,220.13,wgu telecom
Yes,No,Nonbinary,No,One year,Fiber Optic,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Check,4.0,214.95,wgu telecom
Yes,No,Female,No,One year,None,Yes,No,No,No,Yes,Yes,No,Yes,No,eCheck,11.0,140.0,wgu telecom
Yes,No,Male,Yes,Month-to-month,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,eCheck,14.0,270.16,wgu telecom
Yes,No,Female,Yes,Two year,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,eCheck,3.0,202.44,wgu telecom
Yes,No,Male,No,Month-to-month,Fiber Optic,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Autopay,17.0,172.47,wgu telecom
Yes,No,Male,Yes,Month-to-month,None,Yes,Yes,No,No,No,No,Yes,No,Yes,eCheck,4.0,137.47,wgu telecom
Yes,Yes,Male,No,Two year,None,Yes,No,No,No,No,No,Yes,No,No,Autopay,6.0,104.96,wgu telecom
No,No,Male,No,Two year,DSL,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Autopay,4.0,174.97,wgu telecom
No,Yes,Male,No,One year,None,No,No,No,No,Yes,Yes,No,Yes,Yes,Check,4.0,140.0,wgu telecom
Yes,No,Male,No,Two year,DSL,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,eCheck,4.0,144.99,wgu telecom
No,No,Female,No,One year,None,Yes,No,No,Yes,Yes,No,No,No,Yes,eCheck,10.0,115.0,wgu telecom
No,Yes,Male,Yes,Month-to-month,None,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Autopay,10.0,172.48,wgu telecom
No,No,Male,No,Month-to-month,Fiber Optic,Yes,No,No,No,Yes,No,No,No,No,eCheck,9.0,124.98,wgu telecom
No,No,Male,No,Month-to-month,Fiber Optic,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,eCheck,9.0,174.99,wgu telecom
Yes,No,Female,No,Month-to-month,None,Yes,No,No,No,No,Yes,No,No,No,Autopay,8.0,92.49,wgu telecom
Yes,No,Male,No,Month-to-month,DSL,Yes,No,No,No,Yes,No,No,Yes,No,Autopay,12.0,139.97,wgu telecom
Yes,No,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Yes,No,eCheck,2.0,192.47,wgu telecom
Yes,No,Male,Yes,One year,Fiber Optic,Yes,No,No,No,No,Yes,Yes,Yes,No,Check,14.0,220.12,wgu telecom
Yes,No,Female,Yes,Month-to-month,Fiber Optic,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,eCheck,7.0,232.62,wgu telecom
Yes,No,Female,No,One year,None,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Autopay,4.0,210.16,wgu telecom
Yes,No,Female,No,One year,Fiber Optic,Yes,No,Yes,No,No,No,No,No,Yes,Autopay,3.0,114.97,wgu telecom
Yes,No,Female,No,Month-to-month,Fiber Optic,Yes,No,Yes,Yes,No,Yes,No,No,No,Check,14.0,149.98,wgu telecom
Yes,No,Female,Yes,Month-to-month,Fiber Optic,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Autopay,15.0,184.99,wgu telecom
Yes,Yes,Male,No,Month-to-month,DSL,Yes,No,Yes,No,Yes,No,Yes,No,Yes,eCheck,6.0,132.48,wgu telecom
Yes,No,Female,Yes,Month-to-month,DSL,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Autopay,12.0,190.13,wgu telecom
Yes,No,Male,No,Two year,None,Yes,No,No,No,No,Yes,No,No,Yes,eCheck,6.0,92.49,wgu telecom
Yes,No,Female,Yes,One year,DSL,Yes,Yes,No,No,No,No,Yes,Yes,Yes,eCheck,23.0,220.11,wgu telecom
Yes,No,Male,Yes,Month-to-month,DSL,Yes,No,Yes,No,Yes,No,No,No,No,Autopay,1.0,107.5,wgu telecom
No,No,Female,No,Two year,None,Yes,Yes,No,Yes,No,No,No,Yes,No,Check,21.0,169.97,wgu telecom
Yes,Yes,Female,Yes,Month-to-month,None,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Check,11.0,222.68,wgu telecom
No,Yes,Female,Yes,Month-to-month,DSL,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Autopay,10.0,200.13,wgu telecom
No,No,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Check,12.0,262.61,wgu telecom
Yes,Yes,Male,Yes,Month-to-month,None,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Autopay,2.0,152.5,wgu telecom
Yes,Yes,Male,No,One year,DSL,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Check,14.0,202.64,wgu telecom
Yes,No,Female,No,One year,DSL,Yes,Yes,Yes,No,No,No,No,No,Yes,eCheck,9.0,127.48,wgu telecom
No,No,Male,No,Month-to-month,Fiber Optic,Yes,No,No,Yes,Yes,Yes,No,No,No,Autopay,5.0,159.98,wgu telecom
Yes,Yes,Male,Yes,Month-to-month,DSL,Yes,Yes,No,No,No,No,No,No,Yes,eCheck,6.0,124.96,wgu telecom
Yes,No,Female,Yes,One year,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Check,1.0,252.62,wgu telecom
Yes,No,Male,No,Two year,DSL,Yes,No,No,No,Yes,No,No,No,No,Check,8.0,104.98,wgu telecom
Yes,No,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,eCheck,14.0,204.96,wgu telecom
Yes,No,Female,Yes,Month-to-month,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Autopay,6.0,245.15,wgu telecom
Yes,No,Female,No,Two year,None,Yes,No,Yes,No,Yes,No,No,No,Yes,Autopay,7.0,95.02,wgu telecom
No,No,Female,No,One year,Fiber Optic,Yes,No,No,Yes,No,No,No,Yes,No,eCheck,9.0,169.94,wgu telecom
No,No,Male,Yes,Month-to-month,DSL,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Autopay,5.0,207.48,wgu telecom
Yes,No,Female,No,Month-to-month,None,No,No,No,Yes,No,Yes,No,No,Yes,Autopay,3.0,114.98,wgu telecom
Yes,No,Female,Yes,Month-to-month,DSL,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Autopay,8.0,232.64,wgu telecom
Yes,No,Female,No,Two year,DSL,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Autopay,15.0,225.13,wgu telecom
Yes,No,Male,Yes,Two year,DSL,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,eCheck,14.0,212.64,wgu telecom
Yes,No,Male,Yes,Month-to-month,None,No,Yes,Yes,No,No,Yes,Yes,No,No,eCheck,1.0,152.5,wgu telecom
Yes,No,Male,Yes,Month-to-month,Fiber Optic,Yes,No,No,Yes,No,No,No,No,Yes,Autopay,3.0,134.95,wgu telecom
No,Yes,Female,Yes,Month-to-month,DSL,Yes,No,No,No,Yes,No,Yes,Yes,Yes,eCheck,5.0,200.13,wgu telecom
Yes,No,Female,No,Two year,DSL,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Autopay,9.0,197.47,wgu telecom
Yes,Yes,Male,No,Two year,Fiber Optic,Yes,Yes,No,No,No,Yes,No,Yes,Yes,eCheck,11.0,192.46,wgu telecom
No,No,Female,Yes,Month-to-month,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,No,No,Autopay,8.0,162.47,wgu telecom
Yes,Yes,Male,Yes,Month-to-month,None,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Check,14.0,222.66,wgu telecom
Yes,No,Female,No,Two year,DSL,Yes,No,No,Yes,No,No,No,No,No,eCheck,15.0,114.95,wgu telecom
No,No,Male,Yes,Month-to-month,Fiber Optic,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Check,5.0,182.45,wgu telecom
Yes,No,Male,No,Two year,None,Yes,No,Yes,No,No,Yes,No,No,No,eCheck,3.0,95.01,wgu telecom
Yes,No,Male,Yes,Month-to-month,DSL,Yes,Yes,No,No,No,Yes,No,Yes,No,Autopay,2.0,172.46,wgu telecom
Yes,No,Female,No,Two year,None,Yes,No,Yes,No,No,No,Yes,Yes,No,Check,2.0,177.65,wgu telecom
Yes,No,Male,No,One year,None,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Check,6.0,207.64,wgu telecom
Yes,No,Female,Yes,Two year,Fiber Optic,Yes,No,No,No,No,Yes,Yes,Yes,Yes,eCheck,5.0,220.12,wgu telecom
Yes,No,Female,No,Two year,None,Yes,Yes,No,No,No,No,Yes,No,Yes,Check,10.0,137.47,wgu telecom
Yes,No,Female,Yes,Month-to-month,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes,No,eCheck,12.0,159.97,wgu telecom
Yes,No,Female,No,Two year,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Yes,No,Autopay,25.0,182.47,wgu telecom
Yes,No,Male,No,One year,DSL,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Check,10.0,129.98,wgu telecom
Yes,No,Male,Yes,Month-to-month,None,Yes,Yes,No,No,No,No,No,No,No,Autopay,8.0,112.48,wgu telecom
Yes,Yes,Male,No,One year,None,Yes,No,No,No,Yes,No,No,Yes,Yes,eCheck,5.0,127.49,wgu telecom
Yes,No,Male,No,Two year,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Autopay,14.0,162.47,wgu telecom
No,No,Male,Yes,Month-to-month,DSL,No,No,Yes,Yes,No,Yes,Yes,No,No,Autopay,12.0,154.96,wgu telecom
Yes,No,Male,No,Two year,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Check,18.0,194.98,wgu telecom
Yes,No,Male,No,One year,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Autopay,8.0,192.49,wgu telecom
Yes,Yes,Male,No,Two year,Fiber Optic,Yes,No,Yes,Yes,No,No,Yes,No,Yes,eCheck,22.0,162.45,wgu telecom
Yes,No,Female,No,Two year,None,Yes,No,Yes,No,No,No,Yes,No,Yes,eCheck,2.0,107.48,wgu telecom
No,No,Male,Yes,Month-to-month,DSL,Yes,No,Yes,No,Yes,No,No,Yes,Yes,eCheck,13.0,142.48,wgu telecom
Yes,No,Male,Yes,Two year,None,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,eCheck,3.0,165.02,wgu telecom
No,No,Male,No,Month-to-month,None,Yes,Yes,No,No,Yes,No,No,No,Yes,eCheck,7.0,125.01,wgu telecom
Yes,No,Male,Yes,Month-to-month,DSL,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Autopay,4.0,139.99,wgu telecom
Yes,No,Female,No,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,No,No,No,eCheck,5.0,112.46,wgu telecom
Yes,No,Female,Yes,Two year,DSL,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Check,5.0,212.62,wgu telecom
Yes,No,Female,No,Month-to-month,Fiber Optic,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Autopay,32.0,182.46,wgu telecom
Yes,Yes,Female,Yes,One year,DSL,Yes,Yes,No,No,No,No,No,Yes,No,Autopay,11.0,159.95,wgu telecom
No,No,Female,No,Two year,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Autopay,17.0,245.15,wgu telecom
No,No,Female,No,Month-to-month,Fiber Optic,Yes,No,Yes,Yes,No,Yes,No,No,No,Check,18.0,149.98,wgu telecom
Yes,No,Male,Yes,Month-to-month,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Autopay,17.0,184.97,wgu telecom
Yes,No,Female,No,Month-to-month,DSL,Yes,No,No,No,No,No,No,No,Yes,Check,18.0,92.46,wgu telecom
Yes,No,Female,No,Month-to-month,DSL,Yes,Yes,No,No,No,No,Yes,No,Yes,Autopay,10.0,149.94,wgu telecom
Yes,No,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,No,No,No,No,Yes,Check,3.0,167.46,wgu telecom
Yes,Yes,Female,Yes,Month-to-month,None,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,eCheck,3.0,197.52,wgu telecom
Yes,Yes,Female,Yes,Month-to-month,None,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,eCheck,16.0,152.49,wgu telecom
Yes,No,Male,Yes,Month-to-month,Fiber Optic,Yes,No,Yes,No,Yes,No,No,Yes,No,Check,3.0,162.48,wgu telecom
No,No,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Check,15.0,262.61,wgu telecom
Yes,No,Male,Yes,Month-to-month,None,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Autopay,6.0,190.17,wgu telecom
No,No,Male,Yes,Month-to-month,None,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Autopay,6.0,187.51,wgu telecom
Yes,No,Female,Yes,One year,DSL,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,eCheck,7.0,212.64,wgu telecom
Yes,No,Male,No,Month-to-month,DSL,Yes,No,No,No,No,Yes,No,No,Yes,eCheck,9.0,104.96,wgu telecom
Yes,No,Male,Yes,Month-to-month,DSL,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,eCheck,4.0,232.64,wgu telecom
Yes,Yes,Male,No,Two year,None,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Check,10.0,142.5,wgu telecom
No,No,Male,Yes,One year,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,eCheck,11.0,277.64,wgu telecom
