,children,age,online_security,monthly_charge,bandwidth_gb_year
7759,3,46,1,212.6228,5194.247313
2439,2,30,0,169.9447,918.6663119
4924,2,68,1,174.9744,1436.32927
1467,1,75,1,222.649979,783.1189106
7292,1,67,0,184.967,4654.72171
5035,3,28,0,167.4564,6152.279339
2441,1,35,0,149.9776,886.9671382
6554,2,36,0,149.9447,5141.180261
230,1,35,0,267.642733,1662.510936
1320,0,42,1,172.462354,831.9771606
41,3,55,1,107.481989,892.8964931
777,2,19,0,210.105118,1345.804923
8950,2,62,1,119.9897,5305.741074
8404,3,52,0,127.4421,4235.170641
1729,0,78,1,154.991856,1135.519834
3910,1,55,0,129.9621,1426.604038
579,4,26,1,229.993134,1252.155771
9941,1,80,0,92.48802,5887.667168
5839,2,77,1,184.9647,5479.036356
8271,1,66,0,174.9699,6525.625338
7275,0,52,1,212.6228,6210.36612
1491,3,51,0,162.460772,1203.486183
9109,0,33,0,149.9776,4974.663293
5610,8,34,1,130.0244,5432.197233
61,1,25,0,194.976769,704.7540406
5471,0,70,0,137.4836,5320.166858
3905,2,69,0,152.4579,2131.892874
6531,4,22,0,267.6427,4460.286319
402,3,20,1,184.978458,713.364269
332,1,69,1,152.495236,557.0118807
2084,1,36,1,129.9778,1557.295826
9557,0,34,0,104.9643,5420.429624
164,3,34,1,202.682861,2120.673828
4379,1,83,0,149.9845,877.990892
2715,5,38,1,174.9755,2790.931185
8923,1,42,0,159.965,5161.84319
7346,6,81,0,134.9509,5499.748153
5453,3,68,0,169.9671,3491.783586
7046,3,46,0,197.4725,5906.275909
1334,4,30,1,164.985293,1464.442974
8698,1,87,0,117.4872,6244.295389
1659,1,56,0,114.950905,1420.927135
3578,2,43,0,220.1185,1280.600763
753,2,86,0,127.458638,1103.202075
6584,0,37,0,204.9797,5635.691786
706,2,78,1,277.63748,1780.791626
3014,4,71,0,192.4567,1071.697033
8558,2,78,0,214.9663,4342.047465
9875,3,82,0,210.1051,5873.892189
9582,3,19,0,137.4392,3600.119372
8928,0,61,1,190.1737,6489.928767
9556,3,51,0,159.965,5923.027721
8983,1,83,0,159.9476,4705.493469
1834,0,51,0,92.455141,798.4275185
2996,1,20,1,152.4624,1059.664803
5427,1,80,0,192.4567,5733.035422
3879,3,19,1,255.1417,1553.257429
7156,3,87,0,200.1323,6816.033585
5081,3,85,0,152.4579,5435.713342
9114,0,62,0,192.4885,4163.015502
7244,2,26,0,192.4567,5965.540287
5400,3,85,0,149.9483,5398.347301
5395,1,69,0,200.1323,5197.361049
9427,2,42,1,152.5022,5324.687949
2246,1,18,0,172.5034,1151.972963
835,0,47,0,220.132293,720.5035962
8394,1,39,1,184.9785,3747.78242
9042,3,29,1,257.6375,7096.494932
432,2,88,0,134.950905,243.2617759
3378,2,22,1,137.4978,1600.620121
6817,4,46,0,149.9707,4803.633727
8131,6,81,1,207.4811,6218.7988
9621,4,75,0,220.1149,5628.746728
6066,1,24,0,192.4885,6243.997319
1193,6,75,1,194.988208,779.392646
6934,0,22,1,152.4555,6309.069748
5461,1,62,0,214.9525,5088.803181
3071,0,43,0,162.4538,1069.09373
3044,8,83,0,117.4858,1182.278269
3263,1,81,0,124.9607,535.7389183
2729,2,35,0,127.5067,723.6126048
3433,3,53,0,192.4705,1752.77238
433,1,40,0,182.490006,676.6465414
3272,1,19,0,207.6094,757.2197489
7001,1,47,0,112.4844,5814.158774
9726,0,21,0,147.4564,6195.027927
104,0,69,0,204.963371,2294.781131
3315,7,18,0,230.1051,1413.736327
1656,2,55,1,184.961033,1088.89675
1533,3,58,1,222.665436,1940.626426
4680,0,21,0,242.6106,1667.235527
8813,0,56,1,137.4686,4865.052135
9002,3,32,1,277.6513,6021.620867
6622,2,30,1,172.4624,5890.098766
1443,4,50,0,182.476229,1173.415489
214,3,54,0,232.637807,2401.406545
5356,2,66,0,92.45514,4747.190141
9218,2,52,1,207.4811,6486.342263
6322,0,48,0,197.6288,6098.13029
4989,1,82,0,197.6288,1045.005193
1419,2,36,0,192.440432,1088.288955
9516,1,38,1,169.9741,4305.698234
8606,4,44,0,114.9658,4393.579424
181,4,59,0,240.114868,2464.577489
4352,3,54,1,107.4958,1149.045043
8700,3,34,0,169.9447,6342.815783
2446,0,57,0,235.1372,1244.139414
5321,8,37,0,194.9992,6335.816115
8045,4,39,0,210.1051,6253.824131
5684,3,85,0,275.1198,6149.65603
3532,10,48,0,139.9349,1485.319376
8244,3,45,0,275.1336,6621.872123
7976,4,35,1,104.9923,5228.370034
3698,0,53,0,174.9699,2587.895755
70,4,60,1,212.655686,2676.789803
544,0,86,0,245.146969,1489.301457
1204,0,81,1,95.019486,876.3492188
3078,2,55,0,152.4742,2196.280451
9106,6,23,1,117.4686,6503.687238
9120,0,43,0,172.4733,5280.921374
9680,3,40,0,147.4564,4977.814552
6180,0,89,0,222.6281,6066.459973
8329,3,82,0,92.5018,4445.615287
4284,2,51,0,149.9845,1224.72764
4007,1,50,0,139.9678,520.3000287
8713,1,81,1,149.989,5104.379413
877,5,39,1,184.993915,1801.182918
8060,2,46,0,129.9483,5479.424336
196,1,34,1,139.979239,1708.614019
9746,3,71,1,182.4653,5294.992478
4010,1,50,0,227.4754,895.8563668
9962,1,41,0,204.9797,5080.902489
2571,0,28,0,179.9476,528.989098
3753,3,65,0,114.9658,907.2332556
9247,0,26,0,275.1336,6246.940881
8628,4,63,1,169.9741,5260.956377
9368,2,76,0,92.5018,5953.601251
6159,4,40,1,175.0211,5105.294837
4791,2,56,0,194.9663,1215.716688
5337,2,71,0,204.9797,5765.833852
3024,0,64,0,262.6106,1221.605576
2718,1,37,1,207.4811,730.8534585
8655,1,76,0,92.45514,4324.605332
6916,4,77,1,152.4624,5708.50306
3984,4,62,0,159.9805,577.5034833
7308,1,76,0,172.4705,5777.009445
5953,2,69,0,114.9509,5216.869795
3844,4,33,0,192.4404,824.1074963
2682,2,19,1,154.9618,1495.619695
4024,2,36,0,159.9794,2095.117873
8715,2,47,1,152.4624,6553.155711
3139,2,26,1,177.6508,921.6983239
4237,0,54,1,184.961,1132.634807
218,5,41,0,124.960655,2409.195918
6618,0,80,0,232.6378,6215.478436
9606,1,53,0,194.9992,6293.106347
5268,2,89,1,155.0084,4520.861055
2543,0,54,1,245.132,991.6890153
2870,4,34,0,149.9447,1195.475034
1244,1,69,0,232.637807,1692.566285
420,1,65,0,152.457857,2223.835601
6227,2,64,1,225.1457,6684.346075
2058,1,68,0,102.4746,1784.938558
8493,2,53,1,190.1737,5779.47654
6434,0,45,0,79.97886,5389.491157
3422,1,69,0,182.4762,1033.144943
4510,7,58,0,117.4392,1453.3619
1166,3,35,0,175.133074,2019.788427
254,0,33,1,190.173699,1514.131966
415,1,29,0,200.165175,1119.610001
9175,3,68,0,242.6143,5728.24521
3469,2,69,1,149.9598,2534.437264
3050,2,27,0,232.6707,2483.369395
759,5,76,0,124.964303,580.5443061
1385,3,24,0,192.470522,1437.241364
654,5,52,0,149.984492,764.893446
1201,9,57,0,79.978861,367.3059091
2413,0,54,0,159.9656,1702.870167
5579,0,76,0,220.1615,5933.314519
5993,1,26,0,104.9781,6191.373013
5294,2,89,0,172.4742,5661.61911
3055,4,21,1,257.6375,1900.983013
2830,3,42,1,235.1591,1114.048401
2970,3,55,0,139.9512,1209.707399
328,0,52,0,169.967067,2042.113893
4270,0,27,1,182.4653,1770.233657
5994,1,43,0,192.4404,5560.7204
4392,1,30,0,192.4885,693.5913883
2063,4,46,0,139.9816,1400.209666
8301,1,29,0,182.4608,6327.647329
9013,1,53,0,255.1198,6693.382735
9329,0,76,0,124.9607,5950.933762
5169,0,22,0,157.4698,5831.590077
4429,2,24,1,154.9618,1394.025763
1281,3,65,0,192.440432,547.9869964
3381,1,56,0,134.9509,2059.963787
2636,2,76,1,197.484,2275.291432
3328,0,22,1,235.1417,1741.054382
6436,1,47,0,127.4738,6450.493796
5018,2,30,1,257.6549,6388.31821
7324,1,49,0,104.9781,4879.170769
3795,2,31,1,217.4702,1921.943744
2663,6,84,0,159.9942,834.0925038
8282,2,64,0,240.1149,4849.21743
1282,2,44,0,152.457857,1768.55004
4148,3,22,0,127.4421,969.8255583
1362,4,25,1,142.452604,2743.734408
1437,0,35,0,127.442069,1968.581014
9628,0,20,1,222.6326,6618.320348
3441,0,28,0,162.4608,1259.0664
56,1,73,0,114.950905,1324.330108
4597,3,20,0,144.9607,463.6732561
8479,0,72,1,222.6326,6840.191109
5365,4,33,0,114.9509,4527.054831
1844,2,74,0,112.455141,868.5732588
5515,0,80,0,232.624,5155.317217
8573,2,39,1,95.00571,4170.086495
6263,2,74,1,207.4673,4364.095122
2880,4,27,0,137.4836,1091.509603
1743,4,24,0,92.455141,1750.284767
8398,0,89,1,172.4848,5540.302436
4169,0,78,0,182.4676,1198.334446
5197,2,26,0,252.624,5209.371279
8993,0,89,0,125.0073,5934.963982
740,2,55,0,124.97808,395.2218567
9066,8,87,0,169.9928,5717.977095
1624,1,58,0,162.493654,1385.152156
524,3,56,0,139.99789,522.7806578
7999,0,76,1,245.132,6013.898703
4419,1,77,1,152.4884,625.201163
5426,3,67,1,210.127,5688.676981
6689,0,32,1,265.1283,5897.719086
7382,2,78,0,169.9447,4681.080835
435,3,63,0,149.962093,1316.145864
2960,4,44,1,117.4686,1574.707587
308,0,50,0,139.99789,683.8622599
1565,1,70,0,149.944668,1317.69652
2631,4,18,0,137.4872,464.4350832
5597,0,58,1,107.4806,4197.55311
9477,1,34,1,257.6375,6284.948965
401,4,52,0,139.951231,794.9581116
3826,4,65,1,149.989,1833.860705
881,3,73,0,152.47417,1109.108163
3997,1,40,0,149.9621,798.4043093
7118,3,28,1,217.484,5857.586671
3265,1,52,0,157.4698,804.0993561
8406,4,57,0,220.1323,3668.332806
5009,3,80,0,162.4676,6554.853473
5736,4,41,0,172.4579,5615.849093
5554,2,49,1,132.466,4711.28064
288,8,62,1,245.131966,954.0290712
5564,1,41,1,212.6228,5739.181377
8324,3,35,1,204.961,5593.020458
2623,2,33,0,162.5005,3042.656083
8859,2,56,0,139.9512,5954.856404
476,1,59,0,139.981577,1551.398147
8591,3,89,0,167.4564,5873.629847
9713,0,65,0,159.983,5307.208545
6522,0,77,0,139.9678,5527.078856
3111,8,86,1,162.4689,1708.202326
9470,1,39,0,242.6281,4764.450406
737,3,79,1,154.991856,1226.543716
3133,2,45,0,287.6427,1329.56935
8047,4,47,0,179.9794,5910.417848
6551,2,53,1,127.4783,5282.510146
5407,8,29,0,252.624,4646.632157
5563,1,43,0,222.6143,6723.72149
5328,4,58,1,147.4783,4695.581772
6718,0,84,0,162.4713,4171.400793
5118,1,38,0,139.9678,3877.950833
4619,1,20,0,127.4421,1782.043347
3689,3,77,1,182.497,939.4887657
7716,1,30,1,140.0049,5680.91898
1839,1,60,1,139.95684,1810.920999
1995,1,47,1,119.989722,786.3429747
2399,0,83,0,157.4836,1279.70353
6510,3,85,1,222.65,5066.033383
9356,0,74,0,159.9642,5465.291356
4119,3,56,0,149.9447,1288.736573
5894,3,80,0,182.4676,5874.695874
800,2,20,0,232.62403,1810.319743
8423,0,33,0,172.4742,5666.607489
7680,4,61,0,212.6415,6737.558934
1405,3,87,1,245.174977,937.6860638
5431,0,60,1,142.4689,5312.129835
69,1,63,0,200.132293,1120.241472
9543,4,80,1,127.4958,4836.771242
2759,0,30,0,157.4698,223.4765826
8294,1,41,1,184.961,5517.899709
1586,4,67,0,124.993537,351.7314539
6666,0,58,1,182.4653,4507.354465
8014,5,19,1,162.4653,4397.21741
1074,3,73,0,187.609354,1284.667114
3063,0,75,0,169.9447,381.1393824
6487,1,62,0,137.4684,4769.381102
4705,0,32,1,184.9853,1166.167844
9069,0,33,0,252.6378,6121.363135
2603,2,53,0,159.9349,460.5286853
7738,1,56,0,157.4698,4271.0951
1579,0,43,0,242.657291,871.1409059
5058,1,28,0,207.6094,6427.653862
5753,1,89,0,147.4738,4970.688189
3548,4,34,0,129.9621,1497.624239
409,3,71,1,255.155493,1420.771651
4097,4,70,0,137.4392,1760.029684
6461,3,81,0,200.1185,5951.449014
5601,8,60,1,235.1591,5876.124132
5231,10,59,0,139.9816,5626.09355
3777,1,34,1,142.4526,2066.602785
2726,2,64,0,255.1336,2017.913692
477,6,46,0,124.97808,573.751474
1329,0,42,0,144.960655,941.291001
4035,1,72,1,152.466,1932.932484
9642,6,73,0,137.4392,6060.997249
1777,2,46,0,149.970715,703.2651223
6096,2,22,0,162.447,6021.120111
751,2,43,0,175.133074,1166.469107
5792,1,36,0,112.4551,5727.757032
4060,0,19,0,149.9378,1722.330381
9041,3,58,0,112.4551,5695.648337
6030,2,36,0,149.9621,6000.793836
5898,2,26,0,242.6106,6191.579895
9338,0,19,0,137.4698,4974.114415
9160,1,77,0,112.4844,3347.326138
9996,4,48,1,207.4811,5695.95181
5151,3,64,1,194.9882,4745.32751
468,0,73,0,129.962093,2256.776479
1545,0,74,1,129.976324,418.3354904
6311,3,76,0,187.6094,5849.257593
2683,5,25,1,120.0035,1034.133433
8966,2,30,0,114.9976,5030.841405
6181,0,88,0,184.967,5045.986552
1025,0,59,0,172.47417,1714.188033
5112,4,33,0,184.9634,5012.14381
8562,0,70,0,114.9976,5334.884836
5368,2,57,0,164.967,4463.694644
2354,0,55,0,157.4698,419.4107069
7278,0,84,1,107.5286,5646.557605
3602,0,75,1,265.1283,1524.959035
773,1,29,0,134.950905,598.4998978
6773,4,55,0,204.9634,5974.963224
8809,4,44,0,139.9349,4797.290998
3382,0,51,0,204.9634,655.8888087
641,1,83,0,172.440432,1001.860025
4233,0,69,0,242.6281,924.9657013
3815,6,83,0,207.4754,1575.575608
4104,1,32,0,159.965,1654.594685
9925,2,72,1,197.4702,3903.674979
1108,0,21,0,127.460067,746.9528584
3527,0,30,1,232.6228,1046.538825
3495,1,67,0,172.4742,322.5237064
1420,1,55,0,139.99789,840.1259162
6923,0,85,1,117.5015,5636.386434
3881,0,73,0,124.9643,506.014128
8353,2,25,0,182.4433,4896.176201
6245,1,48,0,149.9621,5791.466648
4938,0,74,1,147.4783,1026.949787
6798,3,87,0,129.9621,5171.93181
7812,3,28,0,147.4421,5392.876359
1680,1,35,1,245.145743,1896.10656
6715,1,64,0,127.4601,5614.673422
633,0,64,0,220.132293,1662.516242
2569,4,81,1,137.4686,494.8412692
7359,6,47,0,104.9781,6349.768903
2166,3,65,1,247.6647,1328.483312
8169,3,53,0,182.4538,4968.873698
8845,1,63,1,217.4702,4863.296508
2825,4,55,1,142.4526,1322.429941
4087,1,61,0,139.9979,1068.365286
6243,2,44,1,119.9568,6676.117614
8364,3,20,0,117.472,5644.627475
3941,9,58,0,200.1323,3174.219068
9179,0,86,1,162.4689,4780.816747
8075,3,52,0,159.983,5228.606985
9195,0,19,0,139.9979,4957.435146
4128,0,40,0,212.6415,1717.407155
1172,0,40,0,242.610632,1614.1637
8668,3,59,0,240.1149,6260.19195
4222,0,76,0,204.9634,700.7755614
4834,8,63,1,127.525,702.3872964
2576,4,61,0,162.4676,1466.444336
1989,0,51,1,142.515576,457.8089454
6973,3,88,0,117.4858,4992.327344
5836,0,36,0,245.147,6854.114445
4532,2,71,0,232.624,1855.20004
3209,1,36,0,137.4836,933.5522742
3855,0,78,1,197.4945,1240.211719
2628,3,76,1,255.1555,1461.269401
7803,1,18,0,127.4421,5980.119936
1410,0,55,1,152.495236,571.3635369
8257,4,44,0,242.6281,5774.455432
7386,1,34,0,104.9643,4996.04596
4303,2,62,0,187.6094,1123.372604
6750,0,27,0,139.9678,6239.882195
6555,2,64,0,162.4538,6557.961131
815,0,29,1,217.470195,1243.779967
2404,1,73,1,152.4798,1427.811261
5397,0,80,0,134.9801,5917.693418
9956,2,51,0,182.447,5179.837965
2131,3,31,0,149.9447,1121.849069
1797,8,20,0,92.455141,2156.405261
3090,1,86,1,107.4958,912.2540105
4184,3,44,0,169.9378,874.5896088
4564,5,47,0,179.9794,729.6672295
5030,4,18,0,162.447,4434.823362
8048,2,42,0,114.9838,4814.158709
122,1,65,0,114.983787,980.9935923
179,0,87,1,174.975543,737.8564608
9250,0,63,0,169.9378,5341.756379
8095,8,54,1,152.4884,4648.662738
6429,1,52,1,277.6513,4693.458553
9737,3,43,1,172.5104,5556.021088
4992,0,65,1,152.4884,1039.380833
1157,5,51,0,162.493654,1152.968935
9003,4,66,0,187.656,5541.635777
1532,1,72,0,200.132293,1773.915003
8992,0,46,0,204.9634,4903.899257
7859,0,34,0,287.6427,4147.013836
9110,1,62,1,207.4811,5052.572623
1535,1,45,0,192.470522,693.1317301
9259,1,47,1,142.4827,5169.811527
5517,7,33,1,129.9778,5646.886372
2605,0,88,0,124.9781,296.0266799
6127,3,49,0,147.4421,3812.770109
9141,3,18,0,114.9509,6174.314028
7458,2,30,0,92.5018,5244.329034
2177,0,46,1,245.175,1344.476361
7990,5,80,1,94.97283,4734.546819
2351,4,82,0,197.4725,1151.98874
9177,1,55,1,127.525,4355.447904
3502,1,75,0,159.9794,1528.092146
2134,4,31,1,202.6829,1639.666431
1480,1,35,0,200.132293,1341.595521
2793,3,82,1,159.9875,602.0049206
4843,1,80,0,124.9607,1771.850524
9780,3,81,0,242.6573,5994.368564
9934,1,49,0,204.9496,5511.102916
4762,1,55,0,192.4705,860.1917234
7191,6,86,1,164.9889,4368.424816
6041,3,72,0,220.1615,4086.565
9636,4,43,0,149.9483,6127.671061
3445,4,56,0,104.9629,732.1459678
8149,2,75,0,230.1051,6316.470196
7765,0,81,0,129.995,5265.014414
3620,0,50,1,184.9853,932.7790894
1952,3,81,0,137.487242,1807.178649
555,1,88,1,162.482694,844.8711719
4264,2,19,0,127.5067,1277.028074
1163,0,23,1,207.49737,1270.22182
1584,5,46,0,169.944668,966.6292325
6151,4,89,0,127.4601,4170.169733
9720,0,55,0,172.4733,4183.300117
5837,0,56,1,245.1612,5385.186807
5261,2,69,0,169.9447,6042.727068
5239,2,61,1,235.1417,6457.917933
7913,2,32,1,162.5007,4668.189279
9162,1,56,1,174.9755,5075.816829
1598,1,87,1,117.468591,962.0380085
7182,4,68,0,202.4433,5732.940723
300,5,77,0,214.952509,750.8768234
9660,1,57,0,159.9642,5623.598666
6947,5,87,0,182.4608,6105.932857
3794,1,74,1,222.65,729.4156023
4572,3,65,0,162.4538,1125.779521
4335,8,33,1,162.4833,2119.656047
2858,7,45,0,137.4836,2060.606368
5694,1,67,0,149.9776,5417.867266
3142,1,42,1,169.9741,1279.680473
1359,4,66,0,164.967019,3293.015758
4533,0,89,0,242.6435,1194.31166
9749,0,84,0,147.4893,6001.860392
5687,2,22,0,147.4421,6069.194377
486,7,87,0,287.642733,1115.476658
7836,2,28,1,210.127,5975.890408
9554,0,22,1,235.1555,6631.578565
5900,0,19,1,174.9618,6399.072403
8116,1,69,1,242.6326,5788.852546
7362,2,43,1,232.652,6416.029238
1152,3,62,0,152.44408,2021.782055
5382,1,21,0,102.4746,3971.685185
9741,0,25,0,172.4579,5453.05668
5424,1,63,0,227.4754,5693.466496
8807,4,72,0,139.9512,5806.10196
5186,4,86,0,182.4608,3965.422778
8409,1,22,0,124.9935,4043.335333
6189,2,76,0,182.4538,5372.192462
9702,0,34,0,137.4684,5914.162068
8269,0,67,1,139.9568,4571.4966
5314,0,67,1,235.1417,5887.65047
9903,1,46,1,95.00571,5564.666753
665,2,37,0,79.978861,333.3304389
3353,2,31,1,162.4526,1455.55459
8851,5,21,1,164.9647,5868.506672
8061,3,36,0,179.9476,5097.174241
642,2,56,1,204.961033,1669.613093
9242,2,88,0,175.1331,4696.683851
176,1,58,1,119.95684,1456.887443
6431,1,52,0,210.1518,5637.867429
9910,3,26,0,139.9349,5607.361744
3438,0,57,0,210.1051,1915.881708
786,4,50,1,129.99153,1848.639719
6391,4,38,1,114.9728,5414.545503
9065,3,46,0,184.9634,6171.94132
9927,1,63,1,215.1591,6092.04938
3202,0,84,1,162.5007,538.9921729
4803,8,68,1,117.4835,1684.339812
7835,1,72,0,240.1149,5292.78252
7940,0,28,0,210.1051,6708.539556
91,0,63,0,222.628057,2138.107161
5762,0,59,0,112.4551,5781.732
9027,2,41,0,114.9658,5932.111783
9504,3,84,1,129.9926,5640.220209
8237,1,66,1,175.0062,4382.473953
1971,0,36,0,169.967067,1267.471074
2905,3,46,0,139.9816,1596.175795
530,3,34,0,149.97755,660.0908173
3635,3,88,0,137.4392,441.303964
996,3,19,1,210.156274,1173.76564
5852,1,60,0,184.9963,3832.149233
4226,1,83,1,152.466,506.3292263
5616,2,59,1,149.9598,4489.267692
2312,3,53,1,257.6375,1799.882577
2154,8,30,1,222.65,2196.073405
5317,2,58,0,204.9496,5474.602288
1427,1,39,1,129.959755,1093.673208
8630,1,62,0,162.4608,6135.9085
6032,8,68,0,164.967,6623.719418
4415,3,76,1,149.9915,583.5711218
8818,0,82,0,275.1336,4546.718887
3085,6,24,0,149.9483,1099.299416
7798,3,27,0,149.9621,4950.374878
9153,5,68,0,192.4885,5714.467771
8209,0,66,1,245.1457,4138.249014
9573,1,61,1,142.4855,5431.697734
9534,1,24,0,160.0122,5218.302234
495,3,85,0,220.132293,1218.124487
3749,3,37,1,222.6326,1931.414865
2321,1,70,0,172.4871,1065.848768
4267,1,27,0,217.4725,1144.50246
3405,4,79,0,157.4836,600.3283664
151,2,72,0,220.118516,1637.201426
7369,0,29,0,182.4608,5964.398265
694,1,20,0,124.97808,2580.979643
4417,2,26,0,159.9349,2150.01852
5697,7,46,0,202.4433,6400.696695
1738,3,20,1,107.48056,1727.703167
3001,3,27,1,174.9919,755.0711809
167,8,57,1,149.959755,1112.937102
6111,1,42,1,222.6326,5693.54601
4622,1,67,0,137.4836,891.754556
2865,0,55,1,139.9568,756.3419475
8544,2,80,1,164.9785,5545.726878
4702,2,29,1,225.1457,2212.982101
2883,4,70,1,107.5286,1520.458929
3031,3,36,0,182.4433,1968.083882
8183,0,85,1,200.1465,5760.636041
8980,1,76,1,127.525,5506.82644
8528,3,75,0,147.4738,4835.295615
5681,2,48,0,142.4713,5473.390798
7209,0,22,1,174.9581,6689.748754
5991,1,79,0,124.9607,4427.447401
2276,1,57,0,127.475,785.7678294
7132,2,22,1,127.482,6002.2228
5705,2,28,1,197.484,6865.467972
7998,1,72,1,117.4686,6168.427344
5292,3,36,0,149.9707,5682.278193
4304,4,89,0,127.4421,946.0176525
7445,0,78,1,207.4974,5806.242503
428,8,25,1,152.479779,2192.693797
7068,0,63,0,182.447,6126.890285
6364,1,44,0,207.6094,6377.657916
4215,0,72,0,194.9663,1201.716157
426,3,61,0,147.473844,1189.578203
2223,2,33,0,162.4676,1792.965757
100,0,69,0,222.660939,1806.135733
9244,5,32,0,179.9656,6153.937297
3307,0,47,1,232.6228,879.1284854
2762,1,33,0,207.6386,2150.497966
5857,2,70,0,127.4738,6167.764392
4738,0,52,0,179.9794,627.8159819
7092,3,88,0,184.9797,4115.795378
9632,1,52,1,94.97283,4395.875018
3286,4,86,0,182.4608,2162.669491
7712,4,59,0,149.9707,5322.807337
7868,3,37,0,232.6378,4180.404092
6067,8,28,0,174.9768,6004.110633
9235,0,24,0,144.9607,4643.404934
3577,1,63,1,197.4945,2499.22788
1465,1,43,1,184.985293,656.1054778
7675,0,33,1,217.484,5595.740821
2234,4,74,0,184.9634,1164.574248
1744,3,76,0,159.965008,884.3816817
9754,1,66,0,162.4676,6124.759369
6094,5,36,1,162.4526,5411.328838
8781,3,55,0,137.4836,5760.474223
9401,8,39,1,222.6362,6687.67953
8371,3,65,0,210.1051,5754.451842
5027,1,35,1,139.9792,5065.133843
9234,7,47,0,232.624,6578.562564
3944,0,31,0,204.9634,880.3136958
6862,1,38,0,184.9496,5014.268899
5350,1,64,0,169.9671,5319.532385
9422,2,66,0,175.1331,4554.912177
2121,2,77,0,104.9643,2679.775265
4972,8,25,1,142.4689,1697.797856
8576,4,48,0,172.4742,3741.804448
3784,7,30,1,202.6829,1711.417233
6872,2,63,1,265.1283,6425.062719
916,8,30,0,112.455141,1447.711265
9394,0,59,1,197.4876,5570.11497
7252,0,41,0,157.4836,5241.582205
8012,0,65,0,139.9349,6285.801266
5821,1,20,1,174.9919,5555.86987
4403,1,48,0,179.9794,1066.677081
4863,0,85,1,149.9598,1178.979911
8515,1,85,0,242.6573,6020.902258
5422,0,52,0,79.97886,4345.907298
7733,1,20,0,192.4567,5451.33929
1203,3,32,1,204.961033,1340.685724
3768,1,85,0,142.4713,1569.873827
5357,0,50,0,139.9512,6204.546376
3852,3,53,0,142.4713,1621.89345
1926,3,86,0,169.967067,944.331401
3114,0,53,0,159.9476,820.0487803
2641,4,88,0,139.9816,1236.291583
7639,3,36,0,127.475,5644.976125
7360,3,18,1,150.0208,4095.787596
8182,1,76,1,149.9915,4869.168543
7610,5,41,0,149.9707,5220.600311
2728,0,54,1,265.1283,922.2317794
9597,1,79,0,92.45514,5368.683525
4985,4,42,0,200.1185,2705.01162
6846,3,81,0,210.138,5272.104771
7698,1,22,0,187.6422,6475.070027
4012,3,81,0,187.6094,2034.534213
2626,1,82,1,165.0182,822.9997439
7238,1,39,0,159.965,4894.242924
8255,0,23,1,210.127,5659.896946
9565,3,42,0,184.967,5491.9286
805,3,67,0,242.628057,1779.049529
4634,1,77,0,187.6094,1892.964163
5247,9,57,0,147.4421,5407.188993
5566,8,89,1,117.4835,5365.288201
5739,3,53,1,162.4653,6205.696339
5143,0,32,1,174.9581,6311.188879
8265,8,24,0,230.1051,4940.002327
4459,1,55,0,147.4564,2045.813243
1242,3,22,1,139.986074,1765.167048
6945,1,48,0,169.9447,5040.96101
5740,1,82,0,137.4872,5036.334729
5325,3,32,0,144.9607,5811.49739
547,3,61,1,190.173699,1942.452213
3022,0,18,0,104.9781,1738.801627
5761,0,26,0,134.9801,5004.36005
4031,1,32,0,147.4713,1735.70733
26,1,47,1,222.649979,1506.446527
